,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
572,Nhân Viên Admin Vận Hành Quản Lí Lớp Học,SmartLearn English Academy,"Hà Nội, Vietnam",,,Việc làm part time,Business Development / Sales,4 months ago,2 months ago,"Chăm Chỉ, Giao Tiếp Tốt, Chủ Động Và Ham Học Hỏi, Chăm Sóc Khách Hàng, Tinh Thần Trách Nhiệm",https://glints.com/vn/opportunities/jobs/nhan-vien-admin-van-hanh-quan-li-lop-hoc/a85c9232-870f-48f6-9efc-ba1b69a5a7c7
573,Chuyên Viên Tư Vấn Khách Hàng,Haycome,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,12 days ago,12 days ago,"Kỹ Năng Thương Lượng, Tốt Nghiệp Từ Trung Cấp, Kỹ năng giao tiếp tốt",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-khach-hang/34dec6cb-3690-420e-b551-eaad65f675a6
574,Project Management Executive,The Color Club,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,29 days ago,19 days ago,"English, Project Management, Good Communication Skills, Time Management",https://glints.com/vn/opportunities/jobs/project-management-executive/ca95d1f1-d93b-44e4-884c-b3897364e8ce
575,NHÂN VIÊN SALES (ĐÀ NẴNG),Công Ty Cổ Phần 247express,"Da Nang, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Kỹ Năng Xử Lý Tình Huống, Quan Hệ Khách Hàng, Tư vấn bán hàng., Làm việc độc lập và nhóm, thuyết phục và đàm phán",https://glints.com/vn/opportunities/jobs/nhan-vien-sales-da-nang/48e8c657-acc8-4e25-a430-1f3360168c71
576,TESTER (FRESHER/ JUNIOR),Loop Smart POS,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"QA Tester, QAQC, Qa Testing",https://glints.com/vn/opportunities/jobs/tester-fresher-junior/ce00afb7-a234-4a3a-a9c0-3a808b95c46b
577,Brand Marketing Staff,Fado.vn,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,19 days ago,19 days ago,"Brand Management, Branding and Identity, Brand Marketing",https://glints.com/vn/opportunities/jobs/brand-marketing-staff/4fa343ab-15be-41a1-9898-d3cfd3adcc68
578,Market Research Executive (Chuyên Viên Nghiên Cứu Thị Trường),CÔNG TY CỔ PHẦN BBCINCORP,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Marketing,6 days ago,6 days ago,"Market Research, Analytical Skills, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/market-research-executive-chuyen-vien-nghien-cuu-thi-truong/bd89a4d5-bd31-4733-9891-3a960d672966
579,CHUYÊN VIÊN QUAN HỆ KHÁCH HÀNG CÁ NHÂN,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,9 days ago,4 days ago,"Giao Tiếp Tốt, Chăm Sóc Khách Hàng, Tư Vấn Khách Hàng",https://glints.com/vn/opportunities/jobs/chuyen-vien-quan-he-khach-hang-ca-nhan/3bb630bb-9d03-473b-8b61-02000493ffae
580,NHÂN VIÊN TƯ VẤN ,Manpowergroup Việt Nam,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,7 days ago,4 days ago,"Communication Skills, Good Attitude, Microsoft Office",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van/20da85e7-dd41-47ba-abde-bd5c7f401935
581,Nhân viên Kinh Doanh,Tnhh Mtv Nhơn Mỹ,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Management, Sales, Flexibility/adaptability",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/182b7db0-1451-404f-a52f-6d7d4267e736
582,Sales Training Assistant Manager (Automobile industry) - HCM,ADI CONSULTING COMPANY LIMITED,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,8 days ago,7 days ago,"English, Automobiles, Sales training",https://glints.com/vn/opportunities/jobs/sales-training-assistant-manager-automobile-industry-hcm/ebb28657-d799-4dc0-806b-88c26ab11d3f
583,COSTING SPECIALIST,La Vie Limited Liability Company,"Hải Phòng, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,30 days ago,"Project Management, Good Communication Skills, Organizational Leadership",https://glints.com/vn/opportunities/jobs/costing-specialist/4b466b36-eb28-4484-8269-0436efb55b36
584,Optimization Manager (Performance Marketing),PMAX,"Quận 1, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,yesterday,yesterday,"Problem Solving, Entrepreneurial Mindset, Data Driven Marketing, Analytical Skills, Project Management",https://glints.com/vn/opportunities/jobs/optimization-manager-performance-marketing/357d852b-7f42-44ff-a545-81eb3b4374c4
585,Nhân Viên Telesales ,Babilala,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Project Management, Telecommunications, Good Communication Skills",https://glints.com/vn/opportunities/jobs/nhan-vien-telesales/ebb5c4c1-0e22-4741-995f-f2378628d753
586,Nhân viên telesales- không yêu cầu kinh nghiệm,Công ty Cổ phần Giáo dục Educa Corporation,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,20 days ago,20 days ago,"Telesales, Giao Tiếp Tốt, Sales",https://glints.com/vn/opportunities/jobs/nhan-vien-telesales-khong-yeu-cau-kinh-nghiem/44379676-86d7-456c-a095-349b35d988fc
587,Supply Chain Planner,TLC MODULAR CONSTRUCTION LIMITED LIABILITY COMPANY,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,3 months ago,5 days ago,"Fluent In English Both Oral And Written, Strong time management skills, Team Management Skills",https://glints.com/vn/opportunities/jobs/supply-chain-planner/6b00c77a-3515-4bb7-bdb8-835369581f7a
588,Head of Paid Marketing,Công ty TNHH Xin Chào Bác Sĩ,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,3 months ago,"Analytical Skills, Paid Marketing, Good Communication Skills",https://glints.com/vn/opportunities/jobs/head-of-paid-marketing/37973cfb-c643-4517-ad92-3cb5ad011b02
589,Backend Developer,DNBC Financial Group,"Quận 7, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,30 days ago,17 days ago,"JavaScript, jQuery, MySQL, Bootstrap, CSS, AJAX, PHP, HTML5",https://glints.com/vn/opportunities/jobs/backend-developer/9c46fd3c-00f1-4bbe-a3ca-c38567f046f3
590,Head Of Category,GOODFOOD,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"category development, Management, Category Management, Food and Beverage, Retail Category Management",https://glints.com/vn/opportunities/jobs/head-of-category/b13bee70-3aa3-4b8c-b3df-a2e5002d028c
591,Senior/Lead SDET (Dev in test),Fetch Technology,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Other,25 days ago,10 hours ago,"Data Encryption, Graphql, Aws",https://glints.com/vn/opportunities/jobs/senior-lead-sdet-dev-in-test/68cfa0b7-cef7-4965-a372-c3b8b94ca6f6
592,Senior/Lead SDET (Dev in test),Fetch Technology,"Hà Nội, Vietnam",,,Việc làm fulltime,Other,25 days ago,10 hours ago,"Data Encryption, Graphql, Aws",https://glints.com/vn/opportunities/jobs/senior-lead-sdet-dev-in-test/97bee658-eae8-4858-9bb3-5d8ae81cc254
593,Remote (Full-time) Lead Backend Engineer (Node JS) ,Fetch Technology,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 days ago,10 hours ago,"English, Graphql, Rest Apis",https://glints.com/vn/opportunities/jobs/remote-full-time-lead-backend-engineer-node-js/a8cc2eac-4430-4e70-a0cc-8b0525c60b62
594,[HN] Backend Software Engineer - Seller Listing,TIKI,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,20 days ago,16 days ago,"Problem Solving, Self-management, Good Product Mindset",https://glints.com/vn/opportunities/jobs/hn-backend-software-engineer-seller-listing/805e3104-4683-4f6f-a8dd-ae986421d0dc
595,TRADE MARKETING SPECIALIST,Ghn Express,"Quận 10, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,3 months ago,"POSM Planning, Branding, Trade Marketing, POSM",https://glints.com/vn/opportunities/jobs/trade-marketing-specialist/5ea5f29f-f0f7-4c6c-9ae8-4be67249126e
596,Gaming Product Marketing ,"Asus Technology (vietnam) Co.,ltd","Quận 10, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,20 days ago,"Product Marketing, Social Media, Gaming Industry, Organization Skills, Microsoft Office, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/gaming-product-marketing/f2fc8bad-c0a5-4c1a-ba70-13bc2bd68fe7
597,Trade Marketing Officer,Annam Group,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,2 months ago,"Teamwork, Good English Skill, Events Organisation, Marketing Campaigns",https://glints.com/vn/opportunities/jobs/trade-marketing-officer/fc1b777a-6630-415f-a3d3-cc3e05f66c39
598,Senior Talent Acquisition Manager,Công Ty Cổ Phần Đầu Tư Nam Long,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Other,3 months ago,1 month ago,"Interpersonal Skills, Excellent Communication Skills, Human Resources",https://glints.com/vn/opportunities/jobs/senior-talent-acquisition-manager/552dc71b-4b62-49a4-9719-4364aa8f8742
599,Payable Accountant,Jolie Siam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,26 days ago,23 days ago,"SAP, Accounting, Account Payable",https://glints.com/vn/opportunities/jobs/payable-accountant/99b8d2d8-7df3-47ec-a4f9-69739e4c4c84
600,Branded Content Writer [CV in English],Công ty TNHH Xin Chào Bác Sĩ,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,3 months ago,"Content Writing, Content Creation, Content Writer, Seo Content Writing, Content Marketing, Content Strategy",https://glints.com/vn/opportunities/jobs/branded-content-writer-cv-in-english/cfda61af-ae10-49a9-b3d2-a54a46df9fce
601,Ecommerce Executive - Food,AVE GROUP,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Customer Service, eCommerce, English",https://glints.com/vn/opportunities/jobs/ecommerce-executive-food/823f465e-fdf1-47f8-b22e-e6b3a70862e0
602,Growth Manager (Marketing Manager),Công ty Cổ phần Gamee,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,yesterday,yesterday,"Marketing Management, Marketing Growth, Growth Strategies, User Acquisition",https://glints.com/vn/opportunities/jobs/growth-manager-marketing-manager/f71508f4-798a-46fa-a6f7-cc83f00f88b8
603,Marketing  Communications Manager ,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN SỐ ,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Marketing,29 days ago,27 days ago,"Digital Marketing, User Acquisition, Management, Technology, Communication, Content Marketing",https://glints.com/vn/opportunities/jobs/marketing-communications-manager/38f683ba-d342-4c1d-a26f-54443182fb3f
604,Project Coordinator in Translation & Localization,Gte Localize,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Language and Translation,3 months ago,2 months ago,"Problem Solving, Communication Skills, Attention To Detail, Multitasking, Time Management",https://glints.com/vn/opportunities/jobs/project-coordinator-in-translation-and-localization/9d868816-19f7-4564-a979-f220e9ec02ca
605,Junior Accountant (Hybrid Remote),Virtual Internships,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,2 months ago,2 months ago,"Accurate Software, Accounting, Financial Accounting",https://glints.com/vn/opportunities/jobs/junior-accountant-hybrid-remote/a98f6f2a-66f3-4d7a-8662-07e85ba1d1c4
606,Software Test Engineer (Automation),VinBrain,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,25 days ago,25 days ago,"Software Engineering, Good Communication Skills, Automation Testing",https://glints.com/vn/opportunities/jobs/software-test-engineer-automation/ec7e0826-27a7-4daa-8e63-2d97c1947c94
607,Senior iOS Developer,VinBrain,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,25 days ago,25 days ago,"Ios Swift, iOS Development, iOS Developer",https://glints.com/vn/opportunities/jobs/senior-ios-developer/ffb2db6a-ee61-42bb-b669-16333defbad5
608,Fullstack Engineer,VinBrain,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Software Engineering,25 days ago,15 days ago,"Node.js, JavaScript, React Native",https://glints.com/vn/opportunities/jobs/fullstack-engineer/994bd651-d511-423f-b370-0b3fe62712ac
609,Trade Marketing Planner Executive (MT Channel),Rohto-Mentholatum Việt Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,4 days ago,2 days ago,"Social Media Marketing, Sales and Marketing, Trade Marketing, Good Communication Skills, Manage Digital Marketing Campaign, Strategic Planning",https://glints.com/vn/opportunities/jobs/trade-marketing-planner-executive-mt-channel/b5014813-f953-433a-b096-a544d276aac1
610,[HCM] Junior Back-End Developer (PHP Laravel),OKXE,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"MySQL, Lavarel, Linux, PHP, Web Development, Restful Api, Git",https://glints.com/vn/opportunities/jobs/hcm-junior-back-end-developer-php-laravel/d25a1905-43b3-4b4f-898a-71bd61f34a8b
611,[HN] Junior Back-End Developer (PHP Laravel),OKXE,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"MySQL, Linux, Laravel, PHP, Web Development, Restful Api, Git",https://glints.com/vn/opportunities/jobs/hn-junior-back-end-developer-php-laravel/88f7ba58-175f-4969-a132-0ade21995f8a
612,CONTENT MARKETING SPECIALIST,Gene Solutions,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,2 days ago,"Content Writing, Content Creation, Seo Content Writing, Content Marketing, Content Strategy",https://glints.com/vn/opportunities/jobs/content-marketing-specialist/98f96de5-c4b7-48bf-9258-c195f41167d7
613,Senior Professional Financial Advisor,Chubb Life - Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,9 days ago,9 days ago,"Giao Tiếp Tốt, Chăm Sóc Khách Hàng, Tư Vấn",https://glints.com/vn/opportunities/jobs/senior-professional-financial-advisor/fb9a2300-fe33-4fa4-abdb-82ec019bf8b6
614,Nhân Viên Kinh Doanh - Tư Vấn Viên,CÔNG TY CỔ PHẦN CÔNG NGHỆ DNG,"Quận Tân Phú, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,13 days ago,8 days ago,"Enthusiastic In Work, Kind and Understanding, Hardworking, Patience and Friendly",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-tu-van-vien/1048a408-999b-44cf-9e5e-77a9c77d73ec
615,Tư vấn khóa học,Công Ty Tnhh Giáo Dục Và Thương Mại Riki Việt Nam  ,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Giao Tiếp Tốt, Tư Vấn Thuyết Phục, Chủ Động Và Ham Học Hỏi, Kỹ Năng Xử Lý Tình Huống",https://glints.com/vn/opportunities/jobs/tu-van-khoa-hoc/e91d7267-4984-4f1c-9fbb-7ab4f91a646a
616,IT Helpdesk,Manabie Vietnam,"Quận 4, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,1 month ago,"MDM, Inventory Recording, IT Network Security, IT Helpdesk Operation, Maintain and monitoring Systems, LDAP, Administration",https://glints.com/vn/opportunities/jobs/it-helpdesk/546368c8-7cfc-4325-a59a-2378556e4542
617,Nhân Viên Tư Vấn Tài Chính,Công Ty Cổ Phần Tập Đoàn Tima,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,25 days ago,24 days ago,"Kỹ năng giao tiếp, Quan Hệ Khách Hàng, Tư Vấn Khách Hàng",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van-tai-chinh/fd478d0d-63db-4f3b-8d81-7b0453fd7d1a
618,Professional Financial Advisor Manager,Chubb Life - Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,9 days ago,8 days ago,"Kỹ Năng Đàm Phán, Đào tạo đội ngũ, Xây Dựng Đội Nhóm",https://glints.com/vn/opportunities/jobs/professional-financial-advisor-manager/312cb0cd-baaf-4efc-ba4b-095a36d986fc
619,HR Executive (Recruitment),Global Study Partners,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Human Resource,2 months ago,2 days ago,"Work Under Pressure, People Management, Recruitment & Selection, Good Communication Skills, Logical Thinking, Recruiting",https://glints.com/vn/opportunities/jobs/hr-executive-recruitment/f00667c2-db35-4aa8-95c4-487ca06244b9
620,Platform Operation Manager,Store,"Quận 1, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Quick Learner, Japanese, Appsflyer, Problem Solving, Management, Analytical Skills, Facebook Ads, Firebase, Data Oriented, Google Ads, Chinese, Strong Communication And Interpersonal Skills, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/platform-operation-manager/d006366e-310b-4ac6-af16-038516d9582c
621,Purchaser (Own Brand),MM Mega Market Vietnam,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,5 months ago,6 days ago,"Purchasing, Merchandising, Buyer",https://glints.com/vn/opportunities/jobs/purchaser-own-brand/eba781ba-0869-4d1e-9be7-837b1c2a683a
622,[HCM] Senior Back-End Developer (PHP Laravel),OKXE,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"MySQL, Linux, Laravel, PHP, Web Development, Restful Api, Git",https://glints.com/vn/opportunities/jobs/hcm-senior-back-end-developer-php-laravel/faa33b18-670e-460e-b178-6be63bdf4652
