,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
253,College Compass Sales Intern - Thực tập sinh Tư vấn Du học,Everest Education,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,23 days ago,21 days ago,"Telesales, English, Direct Sales, Sales, Sales Presentations",https://glints.com/vn/opportunities/jobs/college-compass-sales-intern-thuc-tap-sinh-tu-van-du-hoc/e225e6a0-e8a5-4627-84aa-8ab20fd25dd5
254,UNIGROUP tuyển dụng Đại diện kinh doanh/telesales,UNIGroup,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Telesales, Sales, Sales Marketing",https://glints.com/vn/opportunities/jobs/unigroup-tuyen-dung-dai-dien-kinh-doanh-telesales/b67b6731-3fa3-471f-aa11-3281224367bb
255,UNIGROUP tuyển dụng Đại diện kinh doanh/telesales,UNIGroup,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Telesales, Sales, Sales Marketing",https://glints.com/vn/opportunities/jobs/unigroup-tuyen-dung-dai-dien-kinh-doanh-telesales/40050246-c7a8-4590-bb2a-0602a4c07c21
256,BUSINESS DEVELOPMENT,Innocom Technology & Enterprise Consulting,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 months ago,2 months ago,"Persuasion Skill, Good Communication Skills, Data Analysis",https://glints.com/vn/opportunities/jobs/business-development/541e182f-f428-4d1e-a417-41855a2baae6
257,Marketing Manager,Larion,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,6 days ago,5 days ago,"Marketing, Sales and Marketing, Marketing Strategy",https://glints.com/vn/opportunities/jobs/marketing-manager/cd6ad3ab-7488-46e9-a9bf-1ab016706e63
258,Security Engineer (Remote Possible),Glints Vietnam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Software Engineering,15 days ago,16 hours ago,,https://glints.com/vn/opportunities/jobs/security-engineer-remote-possible/ea8ea273-c454-43be-adf9-01d6c8a44703
259,NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG,Long Hoàng Investment ,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Teamwork, telesales, Sales",https://glints.com/vn/opportunities/jobs/nhan-vien-cham-soc-khach-hang/30986cc8-24d4-41cc-bd34-2f46dbf52776
260,Nhân Viên Tư vấn Khách Hàng Quốc Tế (có hoa hồng),Gleads,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 days ago,4 hours ago,"Customer Service, Communication Skills, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van-khach-hang-quoc-te-co-hoa-hong/35a91535-bc28-4c41-b31a-cf7475f8c950
261,Sales Admin cum Communication,Công Ty TNHH Thang Máy Otis Việt Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Administrative,12 days ago,12 days ago,"Secretarial Skills, Sales, Translation",https://glints.com/vn/opportunities/jobs/sales-admin-cum-communication/aedcf0c0-2d8e-4b63-b49b-c7fbe400ebe7
262,[Remote 1-3 tháng] Tổng đài viên CSKH (7 triệu - 10 triệu),Ismart.asia Technology,"Da Nang, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,9 months ago,2 days ago,"Giao Tiếp Tốt, Tiếng anh cơ bản, Microsoft Office, thuyết phục và đàm phán, Kỹ năng giao tiếp tốt",https://glints.com/vn/opportunities/jobs/remote-1-3-thang-tong-dai-vien-cskh-7-trieu-10-trieu/1915dca9-a747-4e4b-aaa6-76d1d1e22c61
263,Marketing Assistant Intern,Công Ty TNHH Myvina,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Marketing,3 months ago,3 days ago,"Social Media Marketing, Content Writing, English Translation, Canva Design, Personal Assistant",https://glints.com/vn/opportunities/jobs/marketing-assistant-intern/9fe004af-0457-409d-8537-c3b130c54e5e
264,Thực Tập Sinh Admin,CÔNG TY CỔ PHẦN ẨM THỰC CHẢO ĐỎ,"Ho Chi Minh City, Vietnam",,,Thực Tập,Administrative,7 months ago,8 days ago,"Thái Độ Tích Cực, Chủ Động Và Ham Học Hỏi, Microsoft Office",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-admin/00f7e56d-f042-40fa-996e-58c30bdfd259
265,TÂN BÌNH - NHÂN VIÊN TƯ VẤN,Manpowergroup Việt Nam,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Ms Office, Goals Oriented, Good Communication Skills",https://glints.com/vn/opportunities/jobs/tan-binh-nhan-vien-tu-van/473bc673-2b81-47ab-80ba-b39e62050e5d
266,Sales Manager B2B (OEM/Private Label),"Idocean Co.,ltd","Quận 10, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"New Business Development, Problem Solving And Time Management, New Product Development, Key Account Manager",https://glints.com/vn/opportunities/jobs/sales-manager-b2b-oem-private-label/5a8107ac-05be-434a-b3f8-15dd73342fc7
267,Full-Stack Developer,Fetch Technology,"Da Nang, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Html5, Computer Science, C#",https://glints.com/vn/opportunities/jobs/full-stack-developer/bdbbcdf0-3723-459c-82d1-44cce733f4fb
268,NHÂN VIÊN HÀNH CHÍNH VĂN PHÒNG,CÔNG TY CỔ PHẦN NỘI THẤT ĐÔNG Á,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Human Resource,3 months ago,8 hours ago,"Human Resources, Human Resource Management, Human Development",https://glints.com/vn/opportunities/jobs/nhan-vien-hanh-chinh-van-phong/c776813d-05bb-4de1-bf50-8dc153fd99b4
269,Marketing Manager,Đại Việt Group,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Work Under Pressure, Result Oriented, Creative, Sensitive To Trends, Marketing Strategy",https://glints.com/vn/opportunities/jobs/marketing-manager/83952efe-4ce4-4f04-b27f-f6212fcbca49
270,Oracle Cloud Technical Consultant,Fetch Technology,"Da Nang, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Other,10 days ago,10 days ago,"Good Interpersonal Skills, Good Communication Skills, Presentation Skills",https://glints.com/vn/opportunities/jobs/oracle-cloud-technical-consultant/a7985d64-15bd-48f7-9b3d-e98530e3020f
271,Oracle Cloud Technical Consultant,Fetch Technology,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Other,10 days ago,10 days ago,"Interpersonal Skills, Good Presentation Skills, Good Communication Skills",https://glints.com/vn/opportunities/jobs/oracle-cloud-technical-consultant/6d2164ab-f954-4794-8480-9e0eb1d91471
272,Oracle Cloud Technical Consultant,Fetch Technology,"Hà Nội, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Other,10 days ago,10 days ago,"Interpersonal Skills, Digital Assistant, Presentation Skills",https://glints.com/vn/opportunities/jobs/oracle-cloud-technical-consultant/728d808f-7b5d-47e1-a754-e1929357bbc0
273,NHÂN VIÊN TELESALE,Công ty TNHH Aroma,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Khả Năng Thuyết Phục, Giọng Nói Dễ Nghe, Kỹ năng giao tiếp tốt",https://glints.com/vn/opportunities/jobs/nhan-vien-telesale/5899e1db-74a8-4a89-8e30-9f429afab768
274,Performance Marketing Manager,CÔNG TY CỔ PHẦN BEAUTIZON,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,30 days ago,"Performance Marketing, Social Media Marketing, Digital Marketing, Analytical Skills, Data Analysis, Performance Management",https://glints.com/vn/opportunities/jobs/performance-marketing-manager/8347f2eb-6c4e-4783-8785-2d076f647a99
275,Talent Acquisition Intern,MM Mega Market Vietnam,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,6 months ago,26 days ago,"Microsoft Powerpoint, Canva Design, Recruitment",https://glints.com/vn/opportunities/jobs/talent-acquisition-intern/05ff6c97-a5e4-4b24-bade-cfdd07d06981
276,Myvina is  looking for a Marketing Support position.,Công Ty TNHH Myvina,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Marketing,6 months ago,29 days ago,"Content Writing, Marketing Support, Database Marketing, Copywriting & Editing",https://glints.com/vn/opportunities/jobs/myvina-is-looking-for-a-marketing-support-position/fdcf7fda-123b-45ef-9b7f-7e582d56285e
277,DevOps/ System Reliability Engineer,Fetch Technology,"Da Nang, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"Communication Skills In English And Indonesian, Highly Analytical, Team Player",https://glints.com/vn/opportunities/jobs/devops-system-reliability-engineer/9bcb85f3-604b-4d72-affa-ea538eeb2708
278,DevOps/ System Reliability Engineer,Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,6 days ago,"Highly Analytical, Good Team Player, English and Indonesian",https://glints.com/vn/opportunities/jobs/devops-system-reliability-engineer/0218cf24-3a8b-42d5-9ac8-f7d481cabd3f
279,DevOps/ System Reliability Engineer,Fetch Technology,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"Highly Analytical, Team Player, English and Indonesian",https://glints.com/vn/opportunities/jobs/devops-system-reliability-engineer/3cbb3d6b-3cdd-4c7a-bd75-b5edd3e654d2
280,Kế toán viên,Fado.vn,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Finance,5 months ago,11 days ago,"Finance Accounting, Accounting, Banking & Finance",https://glints.com/vn/opportunities/jobs/ke-toan-vien/3f67a17f-2d67-46a3-b594-18347f71295a
281,Product Owner,Leapxpert,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Product Management,6 months ago,23 days ago,"Product Management, UI/UX Design, Product Development",https://glints.com/vn/opportunities/jobs/product-owner/67eaa9c3-4b12-473c-b754-f80d578dde85
282,NHÂN VIÊN KINH DOANH ,Công ty Thương mại & Sản xuất Gỗ Đẹp,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,31 days ago,31 days ago,"Marketing, Sales, Good Communication Skills",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/2814873e-024c-4439-b7e7-db3c9540d829
283,Trưởng Nhóm Kinh Doanh Bất Động Sản,TẠO TÍN PHÁT,"Bình Dương, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,9 days ago,9 days ago,"Đam Mê Kinh Doanh, Giao Tiếp Tốt, Bất Động Sản",https://glints.com/vn/opportunities/jobs/truong-nhom-kinh-doanh-bat-dong-san/21fbdeca-31e7-41da-8d27-0d41a69cc891
284,Telesales - Tư vấn khóa học qua điện thoại,Anh Ngữ AROMA,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,14 days ago,"Telesales, Telemarketing, Telecommunications",https://glints.com/vn/opportunities/jobs/telesales-tu-van-khoa-hoc-qua-dien-thoai/247bb1f8-c6ab-484f-9228-f7ef3421ec12
285,HR Generalist - Recruitment and Training core,"Idocean Co.,ltd","Quận 10, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Human Resource,1 month ago,1 month ago,"Interviewing Skills, Creative Thinking, Headhunting (Recruitment), Analytical Skills, Detail Oriented, Coaching & Training, Employer Branding, Teamwork And Interpersonal Skills, Able To Work Under Pressure",https://glints.com/vn/opportunities/jobs/hr-generalist-recruitment-and-training-core/6aaf819f-b17c-4770-9167-156d2ecbc844
286,DevOps/System Reliability Engineer,Fetch Technology,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,11 days ago,11 days ago,"Python Django, Highly Analytical, English and Indonesian",https://glints.com/vn/opportunities/jobs/devops-system-reliability-engineer/5578358e-63c4-4617-b08d-5b49eb94f708
287,[HCM] UX Research,Timo Digital Bank,"Quận 3, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Design,1 month ago,31 days ago,"Ux Research, Analytical Skills, Customer Experience, Data Analysis, User Research",https://glints.com/vn/opportunities/jobs/hcm-ux-research/d0b6a817-fc0e-495c-b641-16ab5c932c14
288,Accountant (Fresher),Fado.vn,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Finance,5 months ago,10 days ago,"Microsoft Excel, Accounting, Financial Accounting",https://glints.com/vn/opportunities/jobs/accountant-fresher/18e97cf9-8f5c-4b20-8781-ec72737e5750
289,Account and Business Development Executive,MNET MEDIA CORPORATION,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,16 days ago,14 days ago,"Marketing, Account Management, Sales Marketing",https://glints.com/vn/opportunities/jobs/account-and-business-development-executive/3e24a4fd-c282-4f84-bc60-f50d39966b5c
290,CT GROUP TUYỂN CHUYÊN VIÊN DIGITAL MARKETING,Tập đoàn CT Group,"Quận 3, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,26 days ago,"Creative Thinking, Chanel Management, Creative Writing",https://glints.com/vn/opportunities/jobs/ct-group-tuyen-chuyen-vien-digital-marketing/0e4b43f9-f0f0-4fe2-b379-6688d9ebc793
291,Senior iOS Developer,Joblogic,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Engineering,2 months ago,2 months ago,"​MVC/MVP/MVVM, Ios Swift, Clean Architecture",https://glints.com/vn/opportunities/jobs/senior-ios-developer/705af72f-69fb-46d3-84aa-90bc39ca00ca
292,Content Moderation Team Lead,TikTok Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Detailed Oriented, Project Management, Content Marketing",https://glints.com/vn/opportunities/jobs/content-moderation-team-lead/45a4a574-9ad8-4dc5-951a-ded07fb3d9b0
293,QA Engineer,Papaya Insurtech Asia,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,16 days ago,16 days ago,"QA Manual Testing, QA Engineer, Qa Testing",https://glints.com/vn/opportunities/jobs/qa-engineer/62498891-8602-46a4-a92c-011121e33ea1
294,Remote - Full-stack Developer - Infrastructure,ADI CONSULTING COMPANY LIMITED,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,18 days ago,13 days ago,"Infrastructure, Python, Golang",https://glints.com/vn/opportunities/jobs/remote-full-stack-developer-infrastructure/4c78ea5d-6d89-4e04-b684-c27aaca4c8b0
295,Remote - Senior C Developer,ADI CONSULTING COMPANY LIMITED,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,18 days ago,12 days ago,"Linux, C++ Programming, C++",https://glints.com/vn/opportunities/jobs/remote-senior-c-developer/4237b59a-801d-4ff4-9fc1-ec4cdc8e6a8d
296,Channel Activation Manager,CÔNG TY TNHH KIMBERLY CLARK VIỆT NAM,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Fmcg Experience, Project Management, Good Communication Skills",https://glints.com/vn/opportunities/jobs/channel-activation-manager/29963488-8ff5-4b42-8fd1-07e8082c3347
297,Marketing Executive (Korean Topik 5),"Orion Food Vina Co,. Ltd","Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,1 month ago,"Marketing Communications, Social Media Marketing, Digital Marketing",https://glints.com/vn/opportunities/jobs/marketing-executive-korean-topik-5/dbea3f36-35af-457f-a0d7-3b7099dcba67
298,[HCM] Tư Vấn Viên - Part Time,Diamonds Vietnam,"Ho Chi Minh City, Vietnam",,,Việc làm part time,Business Development / Sales,2 months ago,3 hours ago,"Năng Động, Có Trách Nhiệm, Có Laptop Cá Nhân",https://glints.com/vn/opportunities/jobs/hcm-tu-van-vien-part-time/925bb472-08cf-475b-add8-778c30ca46d0
299,[DN] Tư Vấn Viên - Part Time,Diamonds Vietnam,"Da Nang, Vietnam",,,Việc làm part time,Business Development / Sales,2 months ago,4 days ago,"Năng Động, Có Trách Nhiệm, Có Laptop Cá Nhân",https://glints.com/vn/opportunities/jobs/dn-tu-van-vien-part-time/9c90dbbb-f15e-4144-87aa-13d0aefda161
300,[HN] Tư Vấn Viên - Part Time,Diamonds Vietnam,"Hà Nội, Vietnam",,,Việc làm part time,Business Development / Sales,2 months ago,yesterday,"Năng Động, Có Trách Nhiệm, Có Laptop Cá Nhân",https://glints.com/vn/opportunities/jobs/hn-tu-van-vien-part-time/22254ba3-7d0a-43d9-9621-c961b5b98ce7
301,Thực Tập Sinh Tài Chính,"Intel Products Vietnam Co., Ltd.","Ho Chi Minh City, Vietnam",,,Thực Tập,Finance,8 months ago,2 days ago,"Due Diligence, Analytical Skills, Good Communication Skills",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-tai-chinh/b90971d3-0afe-45a3-9c6d-ea0eee6cc16b
302,THỰC TẬP SINH KINH DOANH,AM Media,"Hà Nội, Vietnam",,,Thực Tập,Business Development / Sales,2 months ago,2 months ago,"Đam Mê Kinh Doanh, Telesales, Chủ Động Và Ham Học Hỏi, Nhanh Nhẹn, Kiên Trì",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-kinh-doanh/d9cd5c08-1202-4de1-9675-7425377d1a2e
303,Influencer Marketing Intern (Affiliate),Store,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Marketing,1 month ago,4 days ago,"Detailed Oriented, KOL affiliate, Fluent In English Both Oral And Written, Good Communication Skills, KOL Management, Out Going Personality",https://glints.com/vn/opportunities/jobs/influencer-marketing-intern-affiliate/21239e69-afbe-4296-baed-9209f9495f66
304,Nhân viên Chăm sóc Khách hàng,Hana Labs,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,31 days ago,"Problem Solving, Good Teamwork, Good Communication Skills",https://glints.com/vn/opportunities/jobs/nhan-vien-cham-soc-khach-hang/b339e169-d2dd-4f1f-b16a-e5bba076856d
